Gender,Age,Height,Weight,Pelvic_dia,Chest_depth,Chest_dia,Elbow_dia,Wrist_dia,Knee_dia,Ankle_dia,Shoulder_girth,Chest_girth,Waist_girth,Abdominal_girth,Hip_girth,Thigh_girth,Bicep_girth,Forearm_girth,Knee_girth,Calf_girth,Ankle_girth,Wrist_girth,average_deviation_weight,Height (inches),abdominal_girth_inches,thigh girth (in),waist girth (inches),weight (lbs),ankle girth (inches),wrist girth (inches),knee dia (in),ankle dia (in),shoulder girth (inches),wrist diameter in inches,chest diameter (inches),chest depth (inches),hip girth in inches,hip-to-waist ratio
male,27,167.4,67.7,27.5,18.9,29.6,12.6,10.4,19.2,13.8,109.5,92.5,80.9,78.5,96,59,31.5,26.3,36.1,39,21.2,15.6,11.0339,65.286,30.905528500000003,23.191189,31.850410900000004,149.252774,8.3464612,6.1417356000000005,7.5590592,5.433073800000001,43.110259500000005,4.09448818896,11.653549600000002,7.4409488999999995,37.795296,1.1866501854140914
male,27,181.1,66,24.6,18.3,29.8,14,11.2,18.9,13.6,110.8,92.5,73.5,76.4,92,53.1,30.6,27.1,36,36,23.8,17.5,11.0339,70.629,30.078756400000003,20.872070100000002,28.937023500000002,145.50492,9.370083800000002,6.8897675000000005,7.4409488999999995,5.3543336,43.6220708,4.40944881888,11.7322898,7.204728300000001,36.220492,1.251700680272109
male,23,177,68.2,26.4,18.6,31.3,14.9,11.5,18.9,14.6,118.8,101.6,70.9,76.7,95.3,56,36,28.6,36,34,22,17,11.0339,69.03,30.196866700000005,22.011976,27.913400900000003,150.355084,8.661422,6.6929170000000004,7.4409488999999995,5.7480346,46.771678800000004,4.527559055099999,12.3228413,7.322838600000001,37.5197053,1.3441466854724964
male,31,174.5,63.9,27.5,19.2,28.9,13.5,10.4,19.3,14.2,108,94.6,76.1,78,86.3,52.4,28.6,23.9,34.5,37.9,22.7,15.8,11.0339,68.055,30.708678000000003,20.5969204,29.960646099999998,140.875218,8.9370127,6.220475800000001,7.598429300000001,5.5905542,42.519708,4.09448818896,11.3779589,7.5590592,33.9763963,1.1340341655716164
male,26,177.5,72,27.5,19.4,28.8,12.6,10.6,18.4,14,114.3,92.5,81,85.2,92.5,54.7,32.3,26.8,35.8,37.6,21.1,15.8,11.0339,69.22500000000001,33.543325200000005,21.500983700000003,31.889781000000003,158.73263999999998,8.307091100000001,6.220475800000001,7.2440983999999995,5.511814,45.0000243,4.173228346439999,11.3385888,7.6377994,36.417342500000004,1.1419753086419753
male,23,170.5,56.8,28.1,21.8,25.8,12.9,9.9,18.6,12.3,105.4,88.2,72,72,85.5,50.2,28.6,24.8,34.9,35.1,20.1,15.4,11.0339,66.495,28.346472000000002,19.7321642,28.346472000000002,125.22241599999998,7.913390100000001,6.0629954,7.322838600000001,4.842522300000001,41.496085400000005,3.89763779526,10.157485800000002,8.582681800000001,33.6614355,1.1875
male,24,182.4,74.5,28.8,20.6,29,14.3,10.5,19.8,14.2,115,91,76.8,80,94.5,54.6,33.2,28,37.5,35.6,22.1,16.3,11.0339,71.13600000000001,31.496080000000003,21.4616766,30.2362368,164.24418999999997,8.700792100000001,6.417326300000001,7.7952798,5.5905542,45.275615,4.1338582677,11.417329,8.110240600000001,37.204744500000004,1.23046875
male,24,197.1,90.9,29.2,23.6,30.9,15.8,12.5,20.2,15.2,119.5,106,86,92,103,60.6,34,29.8,38.8,39.5,23.6,18,11.0339,76.869,36.220492,23.820102600000002,33.858286,200.399958,9.291343600000001,7.0866180000000005,7.9527602,5.9842552,47.047269500000006,4.9212598425,12.1653609,9.291343600000001,40.551203,1.197674418604651
male,34,180.1,93,32.6,22.4,34.5,14.1,11.1,18.2,13.9,130,115,98.5,106.6,116.5,67.8,35.8,27.2,38,41.2,23.3,16,11.0339,70.239,41.9685266,26.6502138,38.779548500000004,205.02965999999998,9.173233300000001,6.299216,7.1653582,5.4724439,51.18113,4.370078740139999,13.582684500000001,8.8189024,45.866166500000006,1.1827411167512691
male,21,175.5,80.9,30.1,21.2,29.7,14,11.6,21.6,14.1,113.3,100,79,82.5,98.5,62.1,34,28.8,39.6,40.8,25.9,18,11.0339,68.44500000000001,32.4803325,24.4097091,31.102379000000003,178.353758,10.1968559,7.0866180000000005,8.503941600000001,5.5511841,44.6063233,4.5669291338399995,11.692919700000001,8.3464612,38.779548500000004,1.2468354430379747
male,25,180.6,72.7,26.5,20.6,29.5,13.4,10.4,18.8,13.6,113.2,94.7,77.5,80.5,92,54.2,30.9,26.6,36.5,35.8,21.3,16.5,11.0339,70.434,31.692930500000003,21.304448200000003,30.511827500000003,160.275874,8.385831300000001,6.4960665,7.401578800000001,5.3543336,44.5669532,4.09448818896,11.6141795,8.110240600000001,36.220492,1.1870967741935483
male,34,184.4,68,28.7,19.3,29.2,13.5,11.6,19.5,14.6,106.9,92.5,75.2,80.2,91.6,49.6,29.2,26.1,36.2,35.7,22.1,16.7,11.0339,71.91600000000001,31.5748202,19.4963216,29.606315200000004,149.91415999999998,8.700792100000001,6.5748067,7.677169500000001,5.7480346,42.0866369,4.5669291338399995,11.4960692,7.598429300000001,36.0630116,1.2180851063829785
male,31,175.5,70.9,29.7,20.2,28.8,13.3,11.1,18.3,13.2,113.8,96.7,82,82.2,92.7,54.6,32,27.1,35.6,36.4,20.7,16.2,11.0339,68.44500000000001,32.362222200000005,21.4616766,32.283482,156.307558,8.1496107,6.3779562,7.204728300000001,5.1968532,44.8031738,4.370078740139999,11.3385888,7.9527602,36.4960827,1.130487804878049
male,40,180.6,72.5,27.9,20.2,29.5,12.6,10.7,18.5,12.9,117.3,97.4,79.6,80.8,95,54.2,32.6,27.4,36.5,38,21.6,16.6,11.0339,70.434,31.8110408,21.304448200000003,31.3385996,159.83495,8.503941600000001,6.535436600000001,7.283468500000001,5.078742900000001,46.1811273,4.2125984251799995,11.6141795,7.9527602,37.401595,1.1934673366834172
male,21,177,72.5,26.3,19.7,30.6,14.4,12.3,20.2,13.6,124.2,106.7,75.2,77.8,94.5,57.4,36.7,29.9,38.1,36,22.6,17.3,11.0339,69.03,30.6299378,22.5622754,29.606315200000004,159.83495,8.897642600000001,6.811027300000001,7.9527602,5.3543336,48.8976642,4.84251968502,12.047250600000002,7.7559097,37.204744500000004,1.2566489361702127
male,33,177.1,83.4,28.2,21.2,31.8,14.2,11.6,20,14.4,123,106.2,88.6,88.3,100.5,63.4,36.9,29.4,38.4,38.6,23.1,17.3,11.0339,69.069,34.7637983,24.9207014,34.8819086,183.865308,9.094493100000001,6.811027300000001,7.874020000000001,5.6692944,48.425223,4.5669291338399995,12.5196918,8.3464612,39.566950500000004,1.13431151241535
male,25,181.6,75.5,28.2,19.4,31.6,13.8,11.1,17.8,13.2,117.8,103.6,81.5,83.3,91.8,55,33,27.8,35.4,36.5,21.9,16.4,11.0339,70.824,32.7952933,21.618905,32.0866315,166.44880999999998,8.6220519,6.4566964,7.007877800000001,5.1968532,46.377977800000004,4.370078740139999,12.440951600000002,7.6377994,36.1417518,1.1263803680981594
male,29,176.5,73,27.5,19.2,31.8,14.1,11.1,19.1,14.7,118.8,98.3,79.9,82.4,87.5,54.4,33.5,27.3,36.8,37.9,22.3,16.6,11.0339,68.83500000000001,32.440962400000004,21.3830624,31.456709900000003,160.93725999999998,8.779532300000001,6.535436600000001,7.519689100000001,5.7874047,46.771678800000004,4.370078740139999,12.5196918,7.5590592,34.4488375,1.095118898623279
male,27,175,70.2,30,19.1,29.4,14.8,11,19.8,13.8,112,87.8,73.5,77.5,94.9,53.5,34.3,28.5,36.5,35.2,22,17,11.0339,68.25,30.511827500000003,21.0292985,28.937023500000002,154.764324,8.661422,6.6929170000000004,7.7952798,5.433073800000001,44.094512,4.3307086614,11.5748094,7.519689100000001,37.3622249,1.291156462585034
male,44,174,73.4,27.6,19.7,29.4,13.9,10,18.7,13.8,113,99.8,80.3,80.8,93,55.4,33.3,28,36,37.8,20.3,16.5,11.0339,67.86,31.8110408,21.7761334,31.6141903,161.819108,7.9921303,6.4960665,7.3622087,5.433073800000001,44.488213,3.937007874,11.5748094,7.7559097,36.614193,1.158156911581569
male,26,165.1,70.5,27.1,20.1,31,12.9,11.6,18.8,13.5,116,104.6,81.5,85,92,54.1,33,28,35.1,35.2,21.1,16.3,11.0339,64.389,33.464585,21.2651411,32.0866315,155.42570999999998,8.307091100000001,6.417326300000001,7.401578800000001,5.3149635,45.669316,4.5669291338399995,12.204731,7.913390100000001,36.220492,1.1288343558282208
male,22,177,68.9,29.5,18.2,29.5,13.1,10.3,19.1,13.2,112.8,86.5,74,76.5,91.3,53.5,30.5,26.1,36.6,38.6,21.2,16,11.0339,69.03,30.118126500000002,21.0292985,29.133874000000002,151.898318,8.3464612,6.299216,7.519689100000001,5.1968532,44.4094728,4.05511811022,11.6141795,7.1653582,35.9449013,1.2337837837837837
male,37,192,102.3,31,25,33.1,14.6,12,20.9,15.1,125,110,104,99,111.7,63.2,37.5,29,41.2,39.3,24.6,18.6,11.0339,74.88,38.976399,24.8420872,40.944904,225.53262599999996,9.685044600000001,7.322838600000001,8.2283509,5.9448851000000005,49.212625,4.7244094487999995,13.031503100000002,9.842525,43.976401700000004,1.0740384615384615
male,38,176.5,68.4,28.6,19.8,27.6,13.9,10.1,20,13.4,108.3,93.2,76.2,83.8,92.8,55.2,31.2,26.2,36.8,37.7,22.7,16.2,11.0339,68.83500000000001,32.9921438,21.697519200000002,30.000016200000005,150.796008,8.9370127,6.3779562,7.874020000000001,5.275593400000001,42.6378183,3.9763779527399996,10.866147600000001,7.7952798,36.5354528,1.2178477690288714
male,20,169.4,65.9,27.1,17.8,29.4,13.3,10.4,18.5,12.8,108.2,90,76.5,77.7,91.2,54.2,33.1,27.2,35.5,35.3,21.5,16.2,11.0339,66.066,30.590567700000005,21.304448200000003,30.118126500000002,145.284458,8.4645715,6.3779562,7.283468500000001,5.039372800000001,42.59844820000001,4.09448818896,11.5748094,7.007877800000001,35.905531200000006,1.192156862745098
male,21,182.1,75.7,27,22.3,31,13.2,10.4,19.1,13.1,113,98.4,81,80.5,96.2,56,32,27.4,37,35.5,24,16.5,11.0339,71.019,31.692930500000003,22.011976,31.889781000000003,166.889734,9.448824,6.4960665,7.519689100000001,5.1574831,44.488213,4.09448818896,12.204731,8.779532300000001,37.874036200000006,1.1876543209876544
male,24,179.8,84.5,27.9,21.6,32.9,14.3,11,21.1,14.9,115,107.2,88.8,86.8,100,61,34.6,27.9,38,39.4,23.2,17,11.0339,70.122,34.1732468,23.977331,34.9606488,186.29038999999997,9.1338632,6.6929170000000004,8.307091100000001,5.8661449,45.275615,4.3307086614,12.9527629,8.503941600000001,39.3701,1.1261261261261262
male,45,175.3,87.7,28,24.2,31,13.4,11.2,20.6,14.4,123,108.3,94,98,108.2,66.8,35.6,27.3,39.5,43,25.3,17.7,11.0339,68.367,38.582698,26.2571428,37.007894,193.345174,9.960635300000002,6.9685077,8.110240600000001,5.6692944,48.425223,4.40944881888,12.204731,9.5275642,42.59844820000001,1.151063829787234
male,25,184.9,86.4,30.1,21.6,31.3,14.2,12.3,19.2,15.2,120.2,105.7,83.4,86.5,101.1,61.3,34.7,29.4,39.4,41.8,24,17.8,11.0339,72.111,34.0551365,24.0952523,32.834663400000004,190.479168,9.448824,7.007877800000001,7.5590592,5.9842552,47.3228602,4.84251968502,12.3228413,8.503941600000001,39.8031711,1.212230215827338
male,22,177.3,73.2,28,18.1,28.4,14.3,11.1,20.2,15.2,114,88.5,77,79,93,51.7,33.5,27.9,38.4,38.5,22.5,17.5,11.0339,69.147,31.102379000000003,20.321770700000002,30.314977000000003,161.378184,8.8582725,6.8897675000000005,7.9527602,5.9842552,44.881914,4.370078740139999,11.1811084,7.125988100000001,36.614193,1.2077922077922079
male,29,167.4,53.9,27.3,18.2,25,13.2,10.5,18.7,13.4,102.9,79.3,75.4,78,88.6,50,25.6,22.7,33.8,32.5,21.2,14.6,11.0339,65.286,30.708678000000003,19.65355,29.685055400000003,118.82901799999999,8.3464612,5.7480346,7.3622087,5.275593400000001,40.5118329,4.1338582677,9.842525,7.1653582,34.8819086,1.1750663129973473
male,37,178.1,72,27.5,18.1,29.5,13.8,10.7,19,13.9,112.5,90.9,80.3,80.8,92.8,53.9,32.5,28,36.5,35,21,16.4,11.0339,69.459,31.8110408,21.1865269,31.6141903,158.73263999999998,8.267721,6.4566964,7.480319000000001,5.4724439,44.291362500000005,4.2125984251799995,11.6141795,7.125988100000001,36.5354528,1.1556662515566625
male,20,168.9,55.5,19.4,17.1,26.8,13,10.6,16.9,12.6,104.5,90.2,68,67,81.5,49.5,27,23.6,34,34.5,20.9,16,11.0339,65.87100000000001,26.377967,19.4570145,26.771668000000002,122.35640999999998,8.2283509,6.299216,6.6535469,4.9606326,41.141754500000005,4.173228346439999,10.551186800000002,6.732287100000001,32.0866315,1.1985294117647058
male,20,157.2,58.4,25.2,19.1,25.6,13,10.2,17.9,13.5,111.3,91.6,80.6,78,91.3,55,30.7,25.3,35.5,34,20.8,16.4,11.0339,61.308,30.708678000000003,21.618905,31.7323006,128.74980799999997,8.188980800000001,6.4566964,7.0472478999999995,5.3149635,43.8189213,4.015748031479999,10.078745600000001,7.519689100000001,35.9449013,1.1327543424317619
male,32,180.3,83.2,29.9,22.3,30.8,14.4,11.5,20.5,16.8,117.2,105.2,88.6,94.7,94.7,58.3,36.9,28.8,40.3,39.7,26.3,18.1,11.0339,70.31700000000001,37.2834847,22.916039299999998,34.8819086,183.424384,10.354336300000002,7.125988100000001,8.0708705,6.614176800000001,46.1417572,4.527559055099999,12.1259908,8.779532300000001,37.2834847,1.0688487584650115
male,23,170.2,72.7,28,19.4,29.7,14.6,11,19.5,15.3,112.8,97,81.1,88.2,93.9,53.5,33.7,28.6,35,37.3,23.1,16.7,11.0339,66.378,34.724428200000006,21.0292985,31.9291511,160.275874,9.094493100000001,6.5748067,7.677169500000001,6.023625300000001,44.4094728,4.3307086614,11.692919700000001,7.6377994,36.9685239,1.1578298397040692
male,25,177.8,64.1,27.1,18.2,25.9,13.8,11,18.9,14.8,104.8,85.3,70.8,84.9,89.4,55.8,28.7,25.5,38.5,34.2,21.3,15.6,11.0339,69.34200000000001,33.42521490000001,21.9333618,27.8740308,141.31614199999999,8.385831300000001,6.1417356000000005,7.4409488999999995,5.826774800000001,41.2598648,4.3307086614,10.1968559,7.1653582,35.196869400000004,1.2627118644067798
male,27,172.7,72.3,24.9,19,30.2,14.4,11.8,19.5,14.9,117.7,99.6,73.3,82.1,89.3,55.4,36.3,32.5,34.3,34.3,22.3,18.4,11.0339,67.353,32.3228521,21.7761334,28.8582833,159.39402599999997,8.779532300000001,7.2440983999999995,7.677169500000001,5.8661449,46.338607700000004,4.64566929132,11.889770200000001,7.480319000000001,35.1574993,1.218281036834925
male,21,165.1,65,28.5,17.7,25.2,14,10.8,19.1,15,107.7,94.3,75.9,79.1,92.6,54.4,33.2,27.9,34.8,35.5,23,16.3,11.0339,64.389,31.1417491,21.3830624,29.881905900000003,143.3003,9.055123,6.417326300000001,7.519689100000001,5.905515,42.4015977,4.25196850392,9.9212652,6.9685077,36.4567126,1.2200263504611328
male,27,186.7,86.4,30.2,21.8,33.1,15.2,11.3,19.8,15.2,125.2,111.8,86.2,93.5,96.3,59.1,36.3,28,38.3,34.7,23,16.1,11.0339,72.813,36.811043500000004,23.2304961,33.937026200000005,190.479168,9.055123,6.338586100000001,7.7952798,5.9842552,49.2913652,4.44881889762,13.031503100000002,8.582681800000001,37.9134063,1.117169373549884
male,25,165.1,65,24.4,17.7,24.7,12.9,10.8,18,14.3,109.1,94.3,75,82.2,88,53.8,36.3,28.9,34.5,33.5,23,17.1,11.0339,64.389,32.362222200000005,21.1472198,29.527575000000002,143.3003,9.055123,6.732287100000001,7.0866180000000005,5.629924300000001,42.9527791,4.25196850392,9.7244147,6.9685077,34.645688,1.1733333333333333
male,38,174,88.6,31.7,22.8,34,13.8,11.8,19.4,15.4,122.6,106.1,101,99.7,105.5,60.2,38.6,30.3,39.5,39.4,25.6,18.3,11.0339,67.86,39.2519897,23.6628742,39.763801,195.32933199999997,10.078745600000001,7.204728300000001,7.6377994,6.0629954,48.2677426,4.64566929132,13.385834000000001,8.976382800000001,41.535455500000005,1.0445544554455446
male,44,175.3,84.1,30.6,22.1,30.6,15,11.4,20.2,15.4,117.3,102,90,92.3,102.3,60,34.6,29.7,38.2,38.3,23.7,18,11.0339,68.367,36.3386023,23.58426,35.43309,185.40854199999998,9.3307137,7.0866180000000005,7.9527602,6.0629954,46.1811273,4.48818897636,12.047250600000002,8.700792100000001,40.2756123,1.1366666666666667
male,27,185.4,66.8,28.3,19.4,27.8,13.4,11,19,14.5,109.1,94.8,75,79.6,91.6,49.4,30,26.5,31.7,30.2,16.4,16.1,11.0339,72.30600000000001,31.3385996,19.4177074,29.527575000000002,147.26861599999998,6.4566964,6.338586100000001,7.480319000000001,5.7086645,42.9527791,4.3307086614,10.9448878,7.6377994,36.0630116,1.2213333333333332
male,37,177.8,75.5,28.5,21.1,29.7,14.3,11.7,19,15.6,116.7,102.9,75.9,77,93.4,55,35.2,28.7,37,37.7,24.5,17.3,11.0339,69.34200000000001,30.314977000000003,21.618905,29.881905900000003,166.44880999999998,9.6456745,6.811027300000001,7.480319000000001,6.1417356000000005,45.944906700000004,4.60629921258,11.692919700000001,8.307091100000001,36.771673400000005,1.230566534914361
male,28,180.3,93.2,30.6,23.3,35.3,15.6,12,21.6,16.4,124.9,115.8,96,95.9,103.6,62.2,38.2,30.1,41.2,39.4,25.1,17.7,11.0339,70.31700000000001,37.7559259,24.449016200000003,37.795296,205.47058399999997,9.881895100000001,6.9685077,8.503941600000001,6.4566964,49.1732549,4.7244094487999995,13.897645299999999,9.173233300000001,40.7874236,1.0791666666666666
male,33,180.3,82.7,27.8,21.8,30.6,15,11.6,20.4,15.2,118.6,105.4,84,90.4,94.8,57.6,38.7,30.2,38.6,38.2,22.8,18.2,11.0339,70.31700000000001,35.590570400000004,22.6408896,33.070884,182.322074,8.976382800000001,7.1653582,8.0315004,5.9842552,46.6929386,4.5669291338399995,12.047250600000002,8.582681800000001,37.3228548,1.1285714285714286
male,25,177.8,58,25.4,14.4,26.8,12.6,9.8,18.8,13.6,108.8,87.1,67.1,80.4,85.9,46.8,30.3,25.4,32.7,32.1,20,15.3,11.0339,69.34200000000001,31.653560400000003,18.395722799999998,26.4173371,127.86795999999998,7.874020000000001,6.023625300000001,7.401578800000001,5.3543336,42.8346688,3.85826771652,10.551186800000002,5.6692944,33.81891590000001,1.280178837555887
male,21,177.8,79.5,28.5,20.2,30.6,15.6,12.2,19.7,15.6,121.9,104.1,82.5,90.1,98.4,57.7,37.9,31.6,37.8,38.3,24.6,18.1,11.0339,69.34200000000001,35.4724601,22.6801967,32.4803325,175.26728999999997,9.685044600000001,7.125988100000001,7.7559097,6.1417356000000005,47.9921519,4.803149606279999,12.047250600000002,7.9527602,38.740178400000005,1.1927272727272729
male,30,177.8,78.6,29.2,18.7,30.4,14.6,11.7,20,15.2,117.3,95.8,83.7,84.2,98.4,56.2,33.7,28,38,39.6,25.8,17.6,11.0339,69.34200000000001,33.149624200000005,22.0905902,32.9527737,173.28313199999997,10.157485800000002,6.929137600000001,7.874020000000001,5.9842552,46.1811273,4.60629921258,11.9685104,7.3622087,38.740178400000005,1.1756272401433692
male,26,177.8,71.8,28.5,19.4,28,14,11.3,19,14.4,115,98.6,76.7,85.8,93.3,56,35.7,27.6,34.7,34.6,20.6,16,11.0339,69.34200000000001,33.7795458,22.011976,30.196866700000005,158.29171599999998,8.110240600000001,6.299216,7.480319000000001,5.6692944,45.275615,4.44881889762,11.023628,7.6377994,36.7323033,1.2164276401564535
male,27,177.8,116.4,32,23.5,35.6,16.1,12.6,23,16.3,134.8,118.7,105.2,105,115.5,69.9,39.4,32.1,42.2,47.7,27,19.2,11.0339,69.34200000000001,41.338605,27.475662900000003,41.41734520000001,256.617768,10.629927,7.5590592,9.055123,6.417326300000001,53.070894800000005,4.96062992124,14.015755600000002,9.2519735,45.472465500000006,1.0979087452471483
male,33,163.8,72.2,26.8,21.4,27.8,13.8,10.8,18.2,13.3,113.8,100.9,90.6,93.3,97.7,58,34.8,28,34.1,35.8,22.2,16.3,11.0339,63.882000000000005,36.7323033,22.798118,35.6693106,159.173564,8.7401622,6.417326300000001,7.1653582,5.236223300000001,44.8031738,4.25196850392,10.9448878,8.4252014,38.4645877,1.0783664459161149
male,29,188,83.6,28.7,18.2,28.3,15.2,11.8,19.6,14.8,119.4,98.5,85.7,92.9,98.6,55.5,35.3,28.7,39.3,35.9,23,17.4,11.0339,73.32000000000001,36.5748229,21.8154405,33.7401757,184.30623199999997,9.055123,6.850397399999999,7.716539600000001,5.826774800000001,47.00789940000001,4.64566929132,11.1417383,7.1653582,38.8189186,1.1505250875145856
male,27,198.1,85.5,30.6,21.6,28.3,15,12,20.5,17.2,117.9,96.9,82.5,90.8,94.9,54.4,32.8,28.7,39.2,37,27.5,17.9,11.0339,77.259,35.7480508,21.3830624,32.4803325,188.49500999999998,10.8267775,7.0472478999999995,8.0708705,6.7716572,46.4173479,4.7244094487999995,11.1417383,8.503941600000001,37.3622249,1.1503030303030304
male,34,175.3,90.9,29.7,22.1,32.6,15.2,11.3,21.2,15.2,127.3,110.7,94.7,92,101.3,60.1,37.2,30.9,40.5,40,24.2,17.6,11.0339,68.367,36.220492,23.623567100000002,37.2834847,200.399958,9.5275642,6.929137600000001,8.3464612,5.9842552,50.1181373,4.44881889762,12.834652600000002,8.700792100000001,39.8819113,1.0696937697993663
male,42,166.4,85.9,30.4,21.1,34,13.6,12,19.2,13.8,118.8,108,105.2,103.4,108.1,60.5,38,30.2,36.9,37.7,21.6,18.3,11.0339,64.896,40.708683400000005,23.7807955,41.41734520000001,189.376858,8.503941600000001,7.204728300000001,7.5590592,5.433073800000001,46.771678800000004,4.7244094487999995,13.385834000000001,8.307091100000001,42.5590781,1.0275665399239542
male,29,190.5,89.1,30.6,22.1,32.4,15.3,11.5,20.9,16.5,122.4,109,86,90.2,98,59.5,40,31.2,38.3,39,25.8,19.5,11.0339,74.295,35.511830200000006,23.3877245,33.858286,196.43164199999998,10.157485800000002,7.677169500000001,8.2283509,6.4960665,48.18900240000001,4.527559055099999,12.7559124,8.700792100000001,38.582698,1.1395348837209303
male,41,166.4,75,26.8,21.4,31.1,13.6,11,19.1,15,111.5,104.2,90.9,92.7,100.2,51.8,30.1,26.8,38.1,36.4,23.2,16.3,11.0339,64.896,36.4960827,20.3610778,35.78742090000001,165.3465,9.1338632,6.417326300000001,7.519689100000001,5.905515,43.897661500000005,4.3307086614,12.244101100000002,8.4252014,39.44884020000001,1.1023102310231023
male,43,177.8,77.7,25.6,23.5,32,14,11.2,21.2,16.4,113.2,100.5,92.4,92.4,97,50.9,32.9,29,37.7,37.7,23.4,17,11.0339,69.34200000000001,36.377972400000004,20.0073139,36.377972400000004,171.298974,9.2126034,6.6929170000000004,8.3464612,6.4566964,44.5669532,4.40944881888,12.598432,9.2519735,38.188997,1.0497835497835497
male,43,179.7,86.4,29,25.2,30.8,14.4,11,19.7,15.8,115.3,105.7,96.5,98.2,97.4,54.3,31.9,28.5,37.7,39.3,24.5,17.1,11.0339,70.083,38.661438200000006,21.343755299999998,37.992146500000004,190.479168,9.6456745,6.732287100000001,7.7559097,6.220475800000001,45.3937253,4.3307086614,12.1259908,9.9212652,38.346477400000005,1.0093264248704663
male,29,172.7,90.9,27.5,22.5,33.3,14.6,11,20.5,15.3,122.5,112.4,98.4,101.5,107.9,67.4,39.2,30.5,42.6,40.7,25.3,17.5,11.0339,67.353,39.960651500000004,26.492985400000002,38.740178400000005,200.399958,9.960635300000002,6.8897675000000005,8.0708705,6.023625300000001,48.228372500000006,4.3307086614,13.1102433,8.8582725,42.4803379,1.0965447154471544
male,27,190.5,73.6,25.6,23.3,25.2,14.1,10.7,19,15.1,114.4,96.2,76.7,83.5,93.9,50.4,32.1,27.7,36.1,32.9,23.2,17,11.0339,74.295,32.8740335,19.8107784,30.196866700000005,162.26003199999997,9.1338632,6.6929170000000004,7.480319000000001,5.9448851000000005,45.039394400000006,4.2125984251799995,9.9212652,9.173233300000001,36.9685239,1.2242503259452413
male,62,185.4,76.4,30.6,21.1,28,15,11.8,21,15.6,112.8,97.5,94.8,98.2,98.6,48.3,31.1,27,37.7,36.8,24.6,18.4,11.0339,72.30600000000001,38.661438200000006,18.9853293,37.3228548,168.432968,9.685044600000001,7.2440983999999995,8.267721,6.1417356000000005,44.4094728,4.64566929132,11.023628,8.307091100000001,38.8189186,1.040084388185654
male,33,168.9,69.1,27.8,19.7,26.4,13.1,11,18.4,14.8,112.2,90.9,80.1,79.8,91.3,56.2,32.9,27.2,36.2,33,23,16.8,11.0339,65.87100000000001,31.4173398,22.0905902,31.5354501,152.33924199999998,9.055123,6.614176800000001,7.2440983999999995,5.826774800000001,44.1732522,4.3307086614,10.3937064,7.7559097,35.9449013,1.139825218476904
male,45,167.6,84.5,29.7,23,30.4,14.2,11.6,20.4,15,119.4,108.4,97.4,103.7,105.3,55.6,36.6,28.4,38.2,36.6,22.9,18.1,11.0339,65.364,40.8267937,21.8547476,38.346477400000005,186.29038999999997,9.0157529,7.125988100000001,8.0315004,5.905515,47.00789940000001,4.5669291338399995,11.9685104,9.055123,41.4567153,1.0811088295687885
male,30,175.3,64.5,26.1,20.2,28,13.2,10.4,18.6,14.8,108.4,94.3,73.7,74.5,88.2,52.3,29.6,26.2,35.2,36.2,21.2,16.2,11.0339,68.367,29.330724500000002,20.5576133,29.015763700000004,142.19798999999998,8.3464612,6.3779562,7.322838600000001,5.826774800000001,42.677188400000006,4.09448818896,11.023628,7.9527602,34.724428200000006,1.19674355495251
male,20,170.2,69.1,23,21.8,30.6,15,10.8,19.3,14.5,122.4,109.1,76.1,90.1,93.3,51.7,37,30.6,36.8,37.7,23.6,18.5,11.0339,66.378,35.4724601,20.321770700000002,29.960646099999998,152.33924199999998,9.291343600000001,7.283468500000001,7.598429300000001,5.7086645,48.18900240000001,4.25196850392,12.047250600000002,8.582681800000001,36.7323033,1.226018396846255
male,22,190.5,108.6,28,27.5,33.5,14.6,11.7,21.4,15.1,128.8,115,95.6,101.9,107.9,64.6,37.1,30,41.8,39.6,24.7,18.2,11.0339,74.295,40.1181319,25.3923866,37.6378156,239.42173199999996,9.7244147,7.1653582,8.4252014,5.9448851000000005,50.708688800000004,4.60629921258,13.1889835,10.8267775,42.4803379,1.128661087866109
male,51,177.8,86.4,29,22.5,28.3,14.3,11.7,19.8,15.4,118,104.4,101,98.9,103.3,54.4,38.1,29.8,39.7,41.8,25,19.6,11.0339,69.34200000000001,38.9370289,21.3830624,39.763801,190.479168,9.842525,7.716539600000001,7.7952798,6.0629954,46.456718,4.60629921258,11.1417383,8.8582725,40.6693133,1.0227722772277228
male,34,190.5,80.9,27.8,20.2,28.7,14.3,11.5,19.6,15.6,116.5,100.1,84.5,84.5,94.4,54.7,33.9,28.6,38.5,37.6,25,17.7,11.0339,74.295,33.2677345,21.500983700000003,33.2677345,178.353758,9.842525,6.9685077,7.716539600000001,6.1417356000000005,45.866166500000006,4.527559055099999,11.2992187,7.9527602,37.165374400000005,1.1171597633136094
male,44,177.8,87.7,27.1,24.9,29.4,14.4,12.4,18,15.1,120.4,108.4,98,101.8,101.5,56.9,38.2,29.9,37.7,39.2,24.9,17.6,11.0339,69.34200000000001,40.0787618,22.3657399,38.582698,193.345174,9.803154900000001,6.929137600000001,7.0866180000000005,5.9448851000000005,47.40160040000001,4.881889763759999,11.5748094,9.803154900000001,39.960651500000004,1.0357142857142858
